index,ticket_id,created_date,customer,region,channel,subject,severity,time_to_resolve_hours,agent_touches,reopened,sev_weight,category
596,IDC-43849,2026-07-06T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,30.9,2,No,2,User Verification Friction
597,IDC-42650,2026-02-18T00:00:00.000Z,Rivet Play,CA-ON,Email,Step-up auth triggering for returning players,S2 - High,21.6,8,No,3,User Verification Friction
598,IDC-44218,2026-06-12T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,27.5,4,No,2,Compliance Decision Friction
599,IDC-44298,2026-06-13T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,27.5,3,No,2,Compliance Decision Friction
600,IDC-43260,2026-05-16T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Callback not received after verification completes,S4 - Low,48.8,2,No,1,Platform Reliability Friction
601,IDC-44542,2026-03-16T00:00:00.000Z,Ashgrove Bet,UK,Portal,Callback not received after verification completes,S3 - Medium,28.7,5,No,2,Platform Reliability Friction
602,IDC-44884,2026-04-08T00:00:00.000Z,Pinnacle Play,US-CO,Email,Callback not received after verification completes,S3 - Medium,16.2,3,No,2,Platform Reliability Friction
603,IDC-43978,2026-07-16T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,12.8,4,No,2,Compliance Decision Friction
604,IDC-43723,2026-06-13T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Zip code mismatch on addresses we believe are valid,S1 - Critical,5.5,11,No,4,User Verification Friction
605,IDC-42124,2026-04-28T00:00:00.000Z,Rivet Play,CA-ON,Portal,"PO Box treated as invalid, several player complaints",S3 - Medium,30.5,4,No,2,User Verification Friction
606,IDC-43210,2026-04-19T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"Review decision pending for 48h+, players waiting",S2 - High,20.4,4,No,3,Operational Backlog Friction
607,IDC-43697,2026-05-05T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Watchlist screening flagged the wrong person,S3 - Medium,30.2,6,No,2,Compliance Decision Friction
608,IDC-43747,2026-07-13T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Please adjust our scheduled report frequency,S2 - High,19.6,5,No,3,Account Admin
609,IDC-42209,2026-03-31T00:00:00.000Z,Rivet Play,CA-ON,Email,Manual review queue backing up this week,S2 - High,13.7,7,No,3,Operational Backlog Friction
610,IDC-42630,2026-04-11T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Question about the data retention period,S4 - Low,69.8,1,No,1,Account Admin
611,IDC-43398,2026-05-26T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Too many users routed to step-up this week,S3 - Medium,29.3,4,No,2,User Verification Friction
612,IDC-42759,2026-06-02T00:00:00.000Z,Rivet Play,CA-ON,Email,IP allowlisting request for a new environment,S3 - Medium,36.1,3,No,2,Integration & Config
613,IDC-44801,2026-06-22T00:00:00.000Z,Pinnacle Play,US-CO,Email,Zip code mismatch on addresses we believe are valid,S3 - Medium,43,4,No,2,User Verification Friction
614,IDC-42377,2026-06-14T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S4 - Low,32,3,No,1,Integration & Config
615,IDC-42646,2026-02-23T00:00:00.000Z,Rivet Play,CA-ON,Email,Requesting SOC 2 report for our compliance team,S3 - Medium,33.3,6,No,2,Account Admin
616,IDC-43610,2026-03-06T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Can the check flag an underage applicant?,S3 - Medium,23,3,No,2,Compliance Decision Friction
617,IDC-43316,2026-07-16T00:00:00.000Z,Foundry Gaming,US-NJ,Email,How do we clear stuck review cases?,S2 - High,21,4,No,3,Operational Backlog Friction
618,IDC-44521,2026-05-08T00:00:00.000Z,Ashgrove Bet,UK,Email,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,11.1,6,No,2,Compliance Decision Friction
619,IDC-44868,2026-07-10T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Onboarding new market, what config changes are needed?",S4 - Low,36.2,2,No,1,Integration & Config
620,IDC-42322,2026-04-26T00:00:00.000Z,Rivet Play,CA-ON,Portal,"OTP channel timeout error, must be integer 15-900",S2 - High,6.2,6,No,3,User Verification Friction
621,IDC-43455,2026-05-29T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Too many users routed to step-up this week,S3 - Medium,13.6,3,No,2,User Verification Friction
622,IDC-43066,2026-02-24T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"Multiple users failing data verification, provider looks slow",S2 - High,23,6,No,3,Platform Reliability Friction
623,IDC-44903,2026-07-06T00:00:00.000Z,Pinnacle Play,US-CO,Phone,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,43.9,6,No,2,Compliance Decision Friction
624,IDC-42254,2026-03-27T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"CfA failing, what does phone_not_baselined mean?",S2 - High,10.5,6,No,3,Platform Reliability Friction
625,IDC-42931,2026-02-23T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,How do we clear stuck review cases?,S2 - High,8.8,6,No,3,Operational Backlog Friction
626,IDC-43415,2026-05-17T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,Too many users routed to step-up this week,S3 - Medium,14.7,3,No,2,User Verification Friction
627,IDC-43714,2026-06-25T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Duplicate verification sessions created for one user,S4 - Low,57.9,2,No,1,User Verification Friction
628,IDC-43865,2026-05-05T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Duplicate verification sessions created for one user,S2 - High,18,7,No,3,User Verification Friction
629,IDC-43073,2026-05-12T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"OTP channel timeout error, must be integer 15-900",S3 - Medium,23.8,3,No,2,User Verification Friction
630,IDC-43810,2026-04-24T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,"Base URL misconfigured, double https in the endpoint",S3 - Medium,43.2,4,No,2,Integration & Config
631,IDC-43391,2026-05-17T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Player passed data check but failed secondary auth,S2 - High,18.9,5,No,3,User Verification Friction
632,IDC-44857,2026-04-28T00:00:00.000Z,Pinnacle Play,US-CO,Email,"PO Box treated as invalid, several player complaints",S2 - High,18.9,7,No,3,User Verification Friction
633,IDC-44420,2026-03-17T00:00:00.000Z,Ashgrove Bet,UK,Portal,Token creation request returning 401,S3 - Medium,25,4,No,2,Integration & Config
634,IDC-44767,2026-07-02T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Too many users routed to step-up this week,S3 - Medium,42.3,5,Yes,2,User Verification Friction
635,IDC-43913,2026-04-15T00:00:00.000Z,Marigold Gaming,US-MI,Portal,"Pass rate dropped sharply this week, is a data provider down?",S2 - High,10.1,7,No,3,Platform Reliability Friction
636,IDC-44019,2026-02-11T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Too many users routed to step-up this week,S2 - High,20.3,6,No,3,User Verification Friction
637,IDC-44274,2026-03-26T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Callback not received after verification completes,S3 - Medium,34.8,3,No,2,Platform Reliability Friction
638,IDC-44716,2026-02-02T00:00:00.000Z,Pinnacle Play,US-CO,Email,Player says they were verified twice and charged twice,S2 - High,13.5,9,No,3,User Verification Friction
639,IDC-44339,2026-04-27T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Token creation request returning 401,S3 - Medium,39,6,No,2,Integration & Config
640,IDC-43678,2026-02-15T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,IDPV outcome differs across document types,S3 - Medium,24.6,5,No,2,Compliance Decision Friction
641,IDC-43751,2026-06-03T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,Manual review queue backing up this week,S2 - High,21.9,8,No,3,Operational Backlog Friction
642,IDC-43604,2026-03-31T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Passport read failing for a batch of users,S2 - High,13.2,8,No,3,User Verification Friction
643,IDC-42444,2026-07-30T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Sudden spike in failed verifications, nothing changed our side",S1 - Critical,13.5,8,No,4,Platform Reliability Friction
644,IDC-43831,2026-03-19T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Manual review queue backing up this week,S2 - High,11,4,No,3,Operational Backlog Friction
645,IDC-43688,2026-04-05T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,"Review decision pending for 48h+, players waiting",S2 - High,25.9,7,No,3,Operational Backlog Friction
646,IDC-43438,2026-04-29T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Too many users routed to step-up this week,S3 - Medium,35.4,6,No,2,User Verification Friction
647,IDC-42049,2026-03-06T00:00:00.000Z,Rivet Play,CA-ON,Portal,Please add our new brand to the account,S4 - Low,64,2,No,1,Integration & Config
648,IDC-44839,2026-05-21T00:00:00.000Z,Pinnacle Play,US-CO,Phone,Duplicate verification sessions created for one user,S3 - Medium,28.1,5,No,2,User Verification Friction
649,IDC-44658,2026-07-30T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Base URL misconfigured, double https in the endpoint",S3 - Medium,25.6,2,No,2,Integration & Config
650,IDC-44193,2026-04-23T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Verification failing with provider timeout (504),S2 - High,11.4,9,No,3,Platform Reliability Friction
651,IDC-44538,2026-05-03T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,IP allowlisting request for a new environment,S2 - High,12.7,9,No,3,Integration & Config
652,IDC-42189,2026-02-09T00:00:00.000Z,Rivet Play,CA-ON,Portal,Duplicate verification sessions created for one user,S3 - Medium,33.3,3,No,2,User Verification Friction
653,IDC-44355,2026-06-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,How do we clear stuck review cases?,S3 - Medium,11.2,3,No,2,Operational Backlog Friction
654,IDC-42937,2026-05-19T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Player passed data check but failed secondary auth,S3 - Medium,29.9,3,Yes,2,User Verification Friction
655,IDC-42023,2026-02-18T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S4 - Low,31.1,1,No,1,Integration & Config
656,IDC-43940,2026-07-27T00:00:00.000Z,Marigold Gaming,US-MI,Email,Watchlist screening flagged the wrong person,S3 - Medium,30.4,3,No,2,Compliance Decision Friction
657,IDC-42264,2026-03-12T00:00:00.000Z,Rivet Play,CA-ON,Email,Player says they were verified twice and charged twice,S3 - Medium,24,5,No,2,User Verification Friction
658,IDC-43282,2026-04-07T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,12.1,2,Yes,2,Platform Reliability Friction
659,IDC-44570,2026-06-04T00:00:00.000Z,Ashgrove Bet,UK,Email,New image capture flow rejecting valid IDs,S3 - Medium,23.1,6,No,2,User Verification Friction
660,IDC-42302,2026-04-04T00:00:00.000Z,Rivet Play,CA-ON,Email,Please adjust our scheduled report frequency,S3 - Medium,18.5,4,No,2,Account Admin
661,IDC-44313,2026-05-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Please add our new brand to the account,S4 - Low,60.7,1,No,1,Integration & Config
662,IDC-42761,2026-05-30T00:00:00.000Z,Rivet Play,CA-ON,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,34.4,5,No,2,Compliance Decision Friction
663,IDC-43334,2026-06-23T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Watchlist screening flagged the wrong person,S3 - Medium,18.9,3,No,2,Compliance Decision Friction
664,IDC-44864,2026-07-06T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Base URL misconfigured, double https in the endpoint",S2 - High,15.8,6,No,3,Integration & Config
665,IDC-43442,2026-05-13T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"OTP channel timeout error, must be integer 15-900",S2 - High,8.4,9,No,3,User Verification Friction
666,IDC-43268,2026-02-06T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Watchlist screening flagged the wrong person,S3 - Medium,37.8,4,No,2,Compliance Decision Friction
667,IDC-44668,2026-05-09T00:00:00.000Z,Pinnacle Play,US-CO,Email,Callback not received after verification completes,S4 - Low,43.5,1,No,1,Platform Reliability Friction
668,IDC-43197,2026-03-18T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Too many users routed to step-up this week,S2 - High,9.8,7,No,3,User Verification Friction
669,IDC-43901,2026-04-08T00:00:00.000Z,Marigold Gaming,US-MI,Email,"Pass rate dropped sharply this week, is a data provider down?",S2 - High,21.8,6,No,3,Platform Reliability Friction
670,IDC-43420,2026-02-03T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"Sanctions hit looks like a false positive, please review",S3 - Medium,17.7,4,No,2,Compliance Decision Friction
671,IDC-42293,2026-05-15T00:00:00.000Z,Rivet Play,CA-ON,Email,Please add our new brand to the account,S4 - Low,48,1,No,1,Integration & Config
672,IDC-42557,2026-04-01T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S4 - Low,44.7,2,No,1,Integration & Config
673,IDC-43049,2026-02-28T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,9.5,2,No,2,Compliance Decision Friction
674,IDC-44759,2026-04-19T00:00:00.000Z,Pinnacle Play,US-CO,Email,"PO Box treated as invalid, several player complaints",S2 - High,23.3,9,No,3,User Verification Friction
675,IDC-44485,2026-03-12T00:00:00.000Z,Ashgrove Bet,UK,Email,Passport read failing for a batch of users,S1 - Critical,11.8,11,No,4,User Verification Friction
676,IDC-44219,2026-04-16T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,"Pass rate dropped sharply this week, is a data provider down?",S2 - High,10.7,9,No,3,Platform Reliability Friction
677,IDC-44337,2026-04-26T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Upstream data check returning gateway errors since Monday,S2 - High,20,7,No,3,Platform Reliability Friction
678,IDC-43547,2026-06-27T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Question about the data retention period,S4 - Low,55.1,3,No,1,Account Admin
679,IDC-42242,2026-07-02T00:00:00.000Z,Rivet Play,CA-ON,Portal,SSN last-4 not matching for valid users,S3 - Medium,14.7,3,No,2,User Verification Friction
680,IDC-42218,2026-05-30T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Webhook signature verification failing in staging,S3 - Medium,34.1,5,No,2,Platform Reliability Friction
681,IDC-42314,2026-07-21T00:00:00.000Z,Rivet Play,CA-ON,Portal,Front of licence rejected as invalid image,S2 - High,20.6,8,Yes,3,User Verification Friction
682,IDC-44118,2026-08-02T00:00:00.000Z,Marigold Gaming,US-MI,Portal,"Onboarding new market, what config changes are needed?",S3 - Medium,21.3,6,No,2,Integration & Config
683,IDC-42995,2026-06-15T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Please adjust our scheduled report frequency,S4 - Low,40,3,No,1,Account Admin
684,IDC-43804,2026-02-20T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,"Onboarding new market, what config changes are needed?",S4 - Low,37.8,1,No,1,Integration & Config
685,IDC-43583,2026-04-12T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,Watchlist screening flagged the wrong person,S3 - Medium,28.9,5,No,2,Compliance Decision Friction
686,IDC-42292,2026-07-13T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S4 - Low,26.7,2,No,1,Account Admin
687,IDC-44740,2026-06-12T00:00:00.000Z,Pinnacle Play,US-CO,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,29.4,5,No,2,Compliance Decision Friction
688,IDC-43929,2026-04-27T00:00:00.000Z,Marigold Gaming,US-MI,Email,"Review decision pending for 48h+, players waiting",S2 - High,22.9,7,No,3,Operational Backlog Friction
689,IDC-42574,2026-07-10T00:00:00.000Z,Rivet Play,CA-ON,Phone,Invoice query forwarded from finance,S3 - Medium,29.2,4,No,2,Account Admin
690,IDC-44747,2026-07-01T00:00:00.000Z,Pinnacle Play,US-CO,Email,Duplicate verification sessions created for one user,S2 - High,5.5,9,No,3,User Verification Friction
691,IDC-42524,2026-06-22T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S4 - Low,65.1,3,No,1,Account Admin
692,IDC-44372,2026-04-12T00:00:00.000Z,Ashgrove Bet,UK,Portal,"OTP channel timeout error, must be integer 15-900",S3 - Medium,41.2,6,No,2,User Verification Friction
693,IDC-43910,2026-07-30T00:00:00.000Z,Marigold Gaming,US-MI,Phone,Can the check flag an underage applicant?,S2 - High,12.8,8,No,3,Compliance Decision Friction
694,IDC-42053,2026-06-30T00:00:00.000Z,Rivet Play,CA-ON,Portal,"Base URL misconfigured, double https in the endpoint",S3 - Medium,15.5,5,No,2,Integration & Config
695,IDC-43245,2026-05-20T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Watchlist screening flagged the wrong person,S3 - Medium,39.4,5,Yes,2,Compliance Decision Friction
696,IDC-42002,2026-05-15T00:00:00.000Z,Rivet Play,CA-ON,Email,"Review decision pending for 48h+, players waiting",S4 - Low,62.8,1,No,1,Operational Backlog Friction
697,IDC-42910,2026-04-26T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Question about the data retention period,S2 - High,18.4,8,No,3,Account Admin
698,IDC-42295,2026-04-02T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Requesting SOC 2 report for our compliance team,S4 - Low,60.8,3,No,1,Account Admin
699,IDC-43471,2026-03-02T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Can we suppress PEP alerts for our US-only brand?,S4 - Low,66.2,1,No,1,Compliance Decision Friction
700,IDC-43348,2026-07-10T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,11.7,6,No,2,Compliance Decision Friction
701,IDC-43735,2026-05-17T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Watchlist screening flagged the wrong person,S3 - Medium,29.7,2,No,2,Compliance Decision Friction
702,IDC-43781,2026-03-27T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,"Onboarding new market, what config changes are needed?",S3 - Medium,34.9,5,No,2,Integration & Config
703,IDC-42602,2026-07-02T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,IP allowlisting request for a new environment,S4 - Low,23.5,1,No,1,Integration & Config
704,IDC-42519,2026-02-08T00:00:00.000Z,Rivet Play,CA-ON,Phone,"Review decision pending for 48h+, players waiting",S3 - Medium,9.7,4,No,2,Operational Backlog Friction
705,IDC-42797,2026-05-14T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Selfie step blank on Android Chrome,S3 - Medium,37.9,5,Yes,2,User Verification Friction
706,IDC-42721,2026-02-03T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S3 - Medium,40.2,5,No,2,Integration & Config
707,IDC-43503,2026-07-26T00:00:00.000Z,Foundry Gaming,US-NJ,Email,SSN last-4 not matching for valid users,S3 - Medium,26.5,2,Yes,2,User Verification Friction
708,IDC-43012,2026-07-27T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Manual review queue backing up this week,S3 - Medium,32.6,2,No,2,Operational Backlog Friction
709,IDC-44616,2026-07-27T00:00:00.000Z,Ashgrove Bet,UK,Portal,Can the check flag an underage applicant?,S2 - High,17.3,7,No,3,Compliance Decision Friction
710,IDC-42656,2026-07-06T00:00:00.000Z,Rivet Play,CA-ON,Email,"OTP channel timeout error, must be integer 15-900",S3 - Medium,31.3,5,No,2,User Verification Friction
711,IDC-44334,2026-06-07T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Watchlist screening flagged the wrong person,S3 - Medium,21.6,5,No,2,Compliance Decision Friction
712,IDC-44624,2026-04-11T00:00:00.000Z,Ashgrove Bet,UK,Email,Front of licence rejected as invalid image,S3 - Medium,12,6,No,2,User Verification Friction
713,IDC-44259,2026-05-04T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Upload succeeds but result says image invalid,S3 - Medium,43.8,3,No,2,User Verification Friction
714,IDC-43686,2026-04-09T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,"Multiple users failing data verification, provider looks slow",S1 - Critical,10.5,7,No,4,Platform Reliability Friction
715,IDC-44566,2026-06-04T00:00:00.000Z,Ashgrove Bet,UK,Email,Please add our new brand to the account,S4 - Low,36.9,3,No,1,Integration & Config
716,IDC-43785,2026-04-09T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Webhook signature verification failing in staging,S4 - Low,18.7,3,No,1,Platform Reliability Friction
717,IDC-44095,2026-05-18T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Player says they were verified twice and charged twice,S2 - High,16.2,7,No,3,User Verification Friction
718,IDC-42369,2026-02-10T00:00:00.000Z,Rivet Play,CA-ON,Email,Upstream data check returning gateway errors since Monday,S2 - High,17.6,5,No,3,Platform Reliability Friction
719,IDC-43557,2026-06-10T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,Duplicate verification sessions created for one user,S2 - High,18.5,5,No,3,User Verification Friction
720,IDC-43487,2026-04-01T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,17.8,4,No,2,User Verification Friction
721,IDC-44665,2026-06-05T00:00:00.000Z,Pinnacle Play,US-CO,Phone,IDPV outcome differs across document types,S4 - Low,32.8,2,No,1,Compliance Decision Friction
722,IDC-44015,2026-03-10T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Zip code mismatch on addresses we believe are valid,S2 - High,21.5,8,Yes,3,User Verification Friction
723,IDC-42833,2026-04-16T00:00:00.000Z,Rivet Play,CA-ON,Portal,Verification failing with provider timeout (504),S1 - Critical,13.4,8,Yes,4,Platform Reliability Friction
724,IDC-42741,2026-04-27T00:00:00.000Z,Rivet Play,CA-ON,Email,Request: export of last month's verification volumes,S4 - Low,61.9,3,No,1,Account Admin
725,IDC-42813,2026-04-21T00:00:00.000Z,Rivet Play,CA-ON,Portal,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,23.3,4,No,2,Compliance Decision Friction
726,IDC-42803,2026-02-04T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Manual review queue backing up this week,S3 - Medium,33.7,2,No,2,Operational Backlog Friction
727,IDC-43299,2026-06-02T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,25.1,6,No,2,User Verification Friction
728,IDC-44416,2026-07-01T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Full 9-digit SSN check failing after config change,S1 - Critical,6.2,8,No,4,User Verification Friction
729,IDC-43416,2026-05-26T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Address normalization rejecting apartment formats,S2 - High,20.7,9,No,3,User Verification Friction
730,IDC-43517,2026-03-15T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"Multiple users failing data verification, provider looks slow",S1 - Critical,12.4,6,No,4,Platform Reliability Friction
731,IDC-43111,2026-05-07T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Player passed data check but failed secondary auth,S2 - High,11.9,4,No,3,User Verification Friction
732,IDC-42227,2026-04-17T00:00:00.000Z,Rivet Play,CA-ON,Phone,Please add our new brand to the account,S4 - Low,16.7,3,No,1,Integration & Config
733,IDC-42840,2026-06-05T00:00:00.000Z,Rivet Play,CA-ON,Email,ID capture screen freezes on mobile for several users,S3 - Medium,39.8,2,No,2,User Verification Friction
734,IDC-44626,2026-03-12T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Date of birth validation rejecting valid 1999 dates,S3 - Medium,18.1,2,No,2,User Verification Friction
735,IDC-42148,2026-05-21T00:00:00.000Z,Rivet Play,CA-ON,Portal,"Review decision pending for 48h+, players waiting",S3 - Medium,10.9,5,Yes,2,Operational Backlog Friction
736,IDC-42141,2026-05-01T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S3 - Medium,19,4,No,2,Integration & Config
737,IDC-42312,2026-06-06T00:00:00.000Z,Rivet Play,CA-ON,Email,Please adjust our scheduled report frequency,S4 - Low,66,2,No,1,Account Admin
738,IDC-43528,2026-02-08T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Player says they were verified twice and charged twice,S4 - Low,18.9,2,No,1,User Verification Friction
739,IDC-44241,2026-06-20T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,Inaccurate PEP alert on an obviously low-risk player,S2 - High,9.4,8,Yes,3,Compliance Decision Friction
740,IDC-44345,2026-02-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Selfie step blank on Android Chrome,S3 - Medium,33.5,6,No,2,User Verification Friction
741,IDC-43113,2026-07-23T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Player passed data check but failed secondary auth,S2 - High,10.5,8,No,3,User Verification Friction
742,IDC-43238,2026-06-01T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,"OTP channel timeout error, must be integer 15-900",S3 - Medium,32,3,No,2,User Verification Friction
743,IDC-44174,2026-02-23T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,How do we clear stuck review cases?,S3 - Medium,34.4,2,No,2,Operational Backlog Friction
744,IDC-42145,2026-06-04T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S4 - Low,24.2,3,No,1,Account Admin
745,IDC-44684,2026-05-31T00:00:00.000Z,Pinnacle Play,US-CO,Email,Partial match returns no data on first attempt,S3 - Medium,21,5,Yes,2,User Verification Friction
746,IDC-43361,2026-07-06T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,13.9,3,No,2,Compliance Decision Friction
747,IDC-43572,2026-05-31T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,"CfA failing, what does phone_not_baselined mean?",S2 - High,11.3,6,No,3,Platform Reliability Friction
748,IDC-42244,2026-06-16T00:00:00.000Z,Rivet Play,CA-ON,Portal,Player passed data check but failed secondary auth,S3 - Medium,30.2,3,No,2,User Verification Friction
749,IDC-42917,2026-06-28T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,42,6,No,2,Compliance Decision Friction
750,IDC-43395,2026-05-23T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Verification failing with provider timeout (504),S1 - Critical,13.4,6,Yes,4,Platform Reliability Friction
751,IDC-44444,2026-03-17T00:00:00.000Z,Ashgrove Bet,UK,Portal,Zip code mismatch on addresses we believe are valid,S3 - Medium,24.8,4,No,2,User Verification Friction
752,IDC-44472,2026-02-12T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Date of birth validation rejecting valid 1999 dates,S3 - Medium,27.4,6,No,2,User Verification Friction
753,IDC-42223,2026-03-06T00:00:00.000Z,Rivet Play,CA-ON,Portal,Partial match returns no data on first attempt,S3 - Medium,40.3,2,No,2,User Verification Friction
754,IDC-44822,2026-05-29T00:00:00.000Z,Pinnacle Play,US-CO,Email,Please add our new brand to the account,S4 - Low,53.7,1,No,1,Integration & Config
755,IDC-43133,2026-07-01T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Question about the data retention period,S4 - Low,68.8,2,No,1,Account Admin
